OBJECTID,aadt_type,priority,sh_sa_ir,faadt,fedfunccls,fed_urbrur,capacity,jurisdictn,link_id,nhs_status,num_lanes,offic_mile,prim_bmp,prirtecode,prim_emp,prirtename,segment_id,speed_lim,speedsrc,st_urbrur,strtname,townname,towncode,cntyname,cnty_no,surfc_type,dot_region,dot_regi_1,Shape_Leng,x,y,Damage_Status,Match_Type,Matched_Damage_OBJECTID,Dist_to_Damage_m,Z_Min,Z_Max,Z_Mean,Length3D,Min_Slope,Max_Slope,Avg_Slope,Shape_Length,Distance_to_Coast_m,Nearest_Gauge,Max_Height,Return_Period,Nearest_Wave_Gauge,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Nearest_Wind_Gauge,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Min,Rel_Elev_Mean,Rel_Elev_Max,Structure
39747,E,5,IR-0903063,147,Local,Rural,1000,Other,5098411,Non-fed aid non-NHS,2,Y,0,903063,0.34,RD INV 09 03063,87986,,Unposted,Rural,SEAWALL CAMPGROUND,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,772.7724462,-68.3024473,44.24199692,No Damage,Control,163845,385.1656397,4,10,6.514343878,,0,92.04992198,4.321167307,772.7724463,215.3085599201047,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,0.903232,6.903232,3.417575878,No Structure
162869,E,5,IR-0900768,230,Local,Rural,1000,Other,198297,Non-fed aid non-NHS,2,Y,0.23,900768,0.25,RD INV 09 00768,38773,,Unposted,Rural,SEAWALL CAMPGROUND,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,50.21731587,-68.30477462,44.24175031,No Damage,Control,163845,556.6121413,10,10,10,,0,0,0,50.21731586,369.71678805715175,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,6.903232,6.903232,6.903232,No Structure
162868,E,5,IR-0900768,396,Local,Rural,1000,Other,198295,Non-fed aid non-NHS,2,Y,0.16,900768,0.23,RD INV 09 00768,23403,,Unposted,Rural,SEAWALL CAMPGROUND,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,148.4684409,-68.30436698,44.2411353,No Damage,Control,163845,565.0992319,9.027,11,10.01005321,,0,86.21518088,5.848732081,148.4684409,312.3751769690601,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,5.930232,7.903232,6.91328521,No Structure
74831,E,5,IR-0900768,129,Local,Rural,1000,Other,3934911,Non-fed aid non-NHS,2,Y,0.25,900768,0.49,RD INV 09 00768,75762,,Unposted,Rural,SEAWALL CAMPGROUND,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,527.941322,-68.30595797,44.24280381,No Damage,Control,163845,603.2590023,10,11,10.91354137,,0,69.5564804,5.55483941,20.59348002,509.3956410445293,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,6.903232,7.903232,7.81677337,No Structure
65356,E,5,IR-0903054,83,Local,Rural,1000,Other,3935309,Non-fed aid non-NHS,2,Y,0,903054,0.1,RD INV 09 03054,41819,,Unposted,Rural,SEAWALL CAMPGROUND,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,221.9431529,-68.30568956,44.24197874,No Damage,Control,163845,611.6887933,10,11,10.8558297,,0,60.74744166,5.69645049,22.48290123,446.33159649125486,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,6.903232,7.903232,7.7590617,No Structure
127272,E,5,IR-0900679,48,Local,Rural,1000,Townway,5094118,Non-fed aid non-NHS,2,Y,0,900679,0.1,RD INV 09 00679,10637,25,Posted,Rural,STEAMBOAT WHARF RD,Tremont,9330,Hancock,9,Flexible,4,Eastern,222.5080353,-68.352818,44.23822339,Damage,Damage,127272,,4,10,5.474366999,,0,78.42827258,3.108210368,222.5080353,5.696581772126555,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,0.903232,6.903232,2.377598999,No Structure
100547,E,5,IR-0901804,75,Local,Rural,1000,Townway,4628876,Non-fed aid non-NHS,2,Y,0,901804,0.05,RD INV 09 01804,45523,,Unposted,Rural,FANNING RD,Tremont,9330,Hancock,9,Flexible,4,Eastern,104.0595337,-68.35371077,44.2387879,No Damage,Control,127272,94.86058242,9,10,9.488746849,,0,66.54952457,2.175927883,104.0595337,67.52783031367731,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,5.903232,6.903232,6.391978849,No Structure
100548,E,5,IR-0901804,75,Local,Rural,1000,Townway,4628877,Non-fed aid non-NHS,2,Y,0.06,901804,0.13,RD INV 09 01804,96051,,Unposted,Rural,FANNING RD,Tremont,9330,Hancock,9,Unimproved,4,Eastern,154.4753688,-68.3542033,44.23808525,No Damage,Control,127272,111.4240213,6,9,7.315311881,,0,89.41637786,3.415659681,154.4753688,114.1351697649934,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,2.903232,5.903232,4.218543881,No Structure
100546,E,5,IR-0901804,75,Local,Rural,1000,Townway,4628876,Non-fed aid non-NHS,2,Y,0.05,901804,0.06,RD INV 09 01804,44098,,Unposted,Rural,FANNING RD,Tremont,9330,Hancock,9,Unimproved,4,Eastern,21.04437708,-68.35420414,44.23848026,No Damage,Control,127272,114.0608871,9,10,9.721965169,,0,51.917434,5.289533521,21.04437708,104.78908575659082,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,5.903232,6.903232,6.625197169,No Structure
163128,E,5,IR-0900679,132,Local,Rural,1000,Townway,198355,Non-fed aid non-NHS,2,Y,0.1,900679,0.17,RD INV 09 00679,97209,25,Posted,Rural,STEAMBOAT WHARF RD,Tremont,9330,Hancock,9,Flexible,4,Eastern,153.2301076,-68.35379376,44.23927042,No Damage,Control,127272,139.9896953,10,15,14.13293855,,0,88.83178933,3.738129982,153.2301076,84.85011811487858,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,6.903232,11.903232,11.03617055,No Structure
100549,E,5,IR-3210767,17,Local,Rural,1000,Townway,4628878,Non-fed aid non-NHS,2,Y,0,3210767,0.13,RD INV 3210767,69665,,Unposted,Rural,LEFFINGWELL RD,Tremont,9330,Hancock,9,Flexible,4,Eastern,285.0542706,-68.3550644,44.23806986,No Damage,Control,127272,179.7723183,6,9,6.982125251,,0,72.96489364,5.744261889,285.0542706,147.2423055944844,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,2.903232,5.903232,3.885357251,No Structure
199336,E,5,IR-0900803,562,Local,Rural,1000,Townway,4628918,Non-fed aid non-NHS,2,Y,0,900803,0.64,RD INV 09 00803,67576,,Unposted,Rural,LOPAUS POINT RD,Tremont,9330,Hancock,9,Flexible,4,Eastern,1437.364335,-68.35856405,44.23866767,Damage,Damage,199336,,2,21,10.00640539,,0,91.01714087,2.810137019,1437.364335,166.8225434964415,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,-1.096768,17.903232,6.90963739,No Structure
100549,E,5,IR-3210767,17,Local,Rural,1000,Townway,4628878,Non-fed aid non-NHS,2,Y,0,3210767,0.13,RD INV 3210767,69665,,Unposted,Rural,LEFFINGWELL RD,Tremont,9330,Hancock,9,Flexible,4,Eastern,285.0542706,-68.3550644,44.23806986,No Damage,Control,199336,286.6142584,6,9,6.982125251,,0,72.96489364,5.744261889,285.0542706,147.2423055944844,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,2.903232,5.903232,3.885357251,No Structure
100546,E,5,IR-0901804,75,Local,Rural,1000,Townway,4628876,Non-fed aid non-NHS,2,Y,0.05,901804,0.06,RD INV 09 01804,44098,,Unposted,Rural,FANNING RD,Tremont,9330,Hancock,9,Unimproved,4,Eastern,21.04437708,-68.35420414,44.23848026,No Damage,Control,199336,347.9551321,9,10,9.721965169,,0,51.917434,5.289533521,21.04437708,104.78908575659082,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,5.903232,6.903232,6.625197169,No Structure
163130,E,5,IR-0900679,254,Local,Rural,1000,Townway,198359,Non-fed aid non-NHS,2,Y,0.2,900679,0.31,RD INV 09 00679,87473,25,Posted,Rural,BERNARD RD,Tremont,9330,Hancock,9,Flexible,4,Eastern,241.9709862,-68.3548752,44.24042127,No Damage,Control,199336,352.6738714,15,21,17.00979299,,0,78.9703868,3.059193733,241.9709862,188.55536305484685,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,11.903232,17.903232,13.91302499,No Structure
163316,E,5,IR-0900679,985,Local,Rural,1000,Townway,198361,Non-fed aid non-NHS,2,Y,0.31,0900679,0.6,RD INV 09 00679,42487,25,Posted,Rural,BERNARD RD,Tremont,9330,Hancock,9,Flexible,4,Eastern,650.5723091,-68.35631025,44.24263719,No Damage,Control,199336,,11,22,16.91793118,,0,91.05611347,2.813023219,650.5723091,124.64649972357104,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,7.903232,18.903232,13.82116318,No Structure
163128,E,5,IR-0900679,132,Local,Rural,1000,Townway,198355,Non-fed aid non-NHS,2,Y,0.1,900679,0.17,RD INV 09 00679,97209,25,Posted,Rural,STEAMBOAT WHARF RD,Tremont,9330,Hancock,9,Flexible,4,Eastern,153.2301076,-68.35379376,44.23927042,No Damage,Control,199336,385.8857667,10,15,14.13293855,,0,88.83178933,3.738129982,153.2301076,84.85011811487858,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,6.903232,11.903232,11.03617055,No Structure
162937,E,5,IR-0900373,608,Local,Rural,1000,Townway,199157,Non-fed aid non-NHS,2,Y,4.34,900373,6.21,RD INV 09 00373,78711,30,Posted,Rural,NEWBURY NECK RD,Surry,9310,Hancock,9,Flexible,4,Eastern,4226.439778,-68.4664284,44.43300678,Damage,Damage,162937,,3,17,8.382397279,4239.588259,0,92.64749714,1.50963089,4226.439778,16.193812239875772,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,-0.096768,13.903232,5.285629279,No Structure
100114,E,1,SH-0010,4173,Minor Arterial,Urban,960,State hwy,3121828,NHS - Other,1,Y,0.29,320556S,0.32,RD INV 320566S,46551,,Unposted,Urban,FORE RIVER PKY,Portland,5170,Cumberland,5,Flexible,1,Southern,63.21539249,-70.28640814,43.65249414,No Damage,Control,162937,,7,7,7,,0,0,0,63.21539249,177.5806551632089,Portland,9.3,280.71,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,South Portland,2.51,4.16536,4.16536,4.16536,No Structure
39687,E,5,IR-0900373,608,Local,Rural,1000,Townway,5098168,Non-fed aid non-NHS,2,Y,6.21,0900373,8.52,RD INV 09 00373,22946,30,Posted,Rural,NEWBURY NECK RD,Surry,9310,Hancock,9,Flexible,4,Eastern,5215.960275,-68.46191956,44.41173116,No Damage,Control,162937,,11,31,17.89629347,5251.835616,0,99.74341983,3.410868837,5215.960275,232.6694346092292,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,7.903232,27.903232,14.79952547,No Structure
163463,A,4,SA-003,460,Minor Collector,Rural,1600,State aid,3107506,Non-fed aid non-NHS,2,Y,11.96,0176X,12.433,ST RTE 176,4222,40,Posted,Rural,MORGAN BAY RD,Surry,9310,Hancock,9,Flexible,4,Eastern,1071.12688,-68.48742244,44.45456121,No Damage,Control,162937,,32,41,37.84837461,,0,98.21580237,1.688038107,1071.12688,334.9650709846991,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,28.903232,37.903232,34.75160661,No Structure
163466,A,4,SA-003,460,Minor Collector,Rural,1600,State aid,3107506,Non-fed aid non-NHS,2,Y,12.433,0176X,12.81,ST RTE 176,77788,45,Posted,Rural,MORGAN BAY RD,Surry,9310,Hancock,9,Flexible,4,Eastern,852.233332,-68.48977995,44.44890947,No Damage,Control,162937,,15.3471,36,27.72731426,,0,98.09358689,5.643372282,744.3925727,373.15021800081087,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,12.250332,32.903232,24.63054626,No Structure
55081,E,5,IR-0900375,137,Local,Rural,1000,Townway,5097863,Non-fed aid non-NHS,2,Y,0.216,900375,0.873,RD INV 09 00375,3937,30,Posted,Rural,CROSS RD,Surry,9310,Hancock,9,Unimproved,4,Eastern,1474.595329,-68.47476018,44.45682515,Damage,Damage,55081,,10,12,11.3072876,286.7912069,0,66.97884422,1.560024224,285.9195362,232.7000857226278,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,6.903232,8.903232,8.2105196,No Structure
55081,E,5,IR-0900375,137,Local,Rural,1000,Townway,5097863,Non-fed aid non-NHS,2,Y,0.216,900375,0.873,RD INV 09 00375,3937,30,Posted,Rural,CROSS RD,Surry,9310,Hancock,9,Unimproved,4,Eastern,1474.595329,-68.47476018,44.45682515,Damage,Damage,55081,,2.0744,10,6.081275255,,0,97.36323409,7.550786532,528.7853315,232.7000857226278,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,-1.022368,6.903232,2.984507255,No Structure
163463,A,4,SA-003,460,Minor Collector,Rural,1600,State aid,3107506,Non-fed aid non-NHS,2,Y,11.96,0176X,12.433,ST RTE 176,4222,40,Posted,Rural,MORGAN BAY RD,Surry,9310,Hancock,9,Flexible,4,Eastern,1071.12688,-68.48742244,44.45456121,No Damage,Control,55081,,32,41,37.84837461,,0,98.21580237,1.688038107,1071.12688,334.9650709846991,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,28.903232,37.903232,34.75160661,No Structure
55080,E,5,IR-0900373,770,Local,Rural,1000,Townway,5097862,Non-fed aid non-NHS,2,Y,1.5,0900373,3.51,RD INV 09 00373,1792,,Unposted,Rural,NEWBURY NECK RD,Surry,9310,Hancock,9,Flexible,4,Eastern,4531.568278,-68.47386347,44.47650615,No Damage,Control,55081,,11,33,20.52184853,3167.486544,0,92.67356867,2.129468229,3154.5596,363.6361380902468,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,7.903232,29.903232,17.42508053,No Structure
55080,E,5,IR-0900373,770,Local,Rural,1000,Townway,5097862,Non-fed aid non-NHS,2,Y,1.5,0900373,3.51,RD INV 09 00373,1792,,Unposted,Rural,NEWBURY NECK RD,Surry,9310,Hancock,9,Flexible,4,Eastern,4531.568278,-68.47386347,44.47650615,No Damage,Control,55081,,31,32,31.28699387,,0,51.27317288,3.604242838,135.2341693,363.6361380902468,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,27.903232,28.903232,28.19022587,No Structure
55082,E,5,IR-0900375,137,Local,Rural,1000,Townway,5097863,Non-fed aid non-NHS,2,Y,0,900375,0.216,RD INV 09 00375,25514,30,Posted,Rural,CROSS RD,Surry,9310,Hancock,9,Flexible,4,Eastern,485.4207205,-68.46756959,44.45842582,No Damage,Control,55081,597.8095571,23,27,25.11760514,142.0045759,0,90.93512961,3.799043119,140.7439576,399.7727476944673,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,19.903232,23.903232,22.02083714,No Structure
55083,E,5,IR-0900375,137,Local,Rural,1000,Townway,5097863,Non-fed aid non-NHS,2,Y,0.873,900375,1.05,RD INV 09 00375,51578,30,Posted,Rural,CROSS RD,Surry,9310,Hancock,9,Flexible,4,Eastern,398.2999875,-68.48334787,44.45750084,No Damage,Control,55081,685.717025,8.0022,39,22.38192461,,0,82.62058611,11.04122182,398.2999875,196.5737066,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,4.905432,35.903232,19.28515661,No Structure
10011,E,5,IR-0900373,608,Local,Rural,1000,Townway,199159,Non-fed aid non-NHS,2,Y,3.51,900373,4.34,RD INV 09 00373,56804,30,Posted,Rural,NEWBURY NECK RD,Surry,9310,Hancock,9,Flexible,4,Eastern,1864.266982,-68.4655304,44.45446842,No Damage,Control,55081,778.0300778,15,23,18.48437463,1096.657127,0,89.37093327,1.458195423,1093.926292,420.8950943971553,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,11.903232,19.903232,15.38760663,No Structure
127147,E,5,IR-0901566,88,Local,Rural,1000,Townway,5094144,Non-fed aid non-NHS,2,Y,0,901566,0.07,RD INV 09 01566,95598,,Unposted,Rural,HARBOR AV,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,156.5808069,-68.32118583,44.27931049,Damage,Damage,127147,,5,11,7.649027873,157.9628233,0,77.20614194,4.29970355,156.5808069,84.20502118933416,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,1.903232,7.903232,4.552259873,No Structure
162873,E,5,IR-0900783,1915,Local,Rural,1000,Townway,198311,Non-fed aid non-NHS,2,Y,0,900783,0.02,RD INV 09 00783,84002,25,Posted,Rural,CLARK POINT RD,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,54.05960193,-68.32161263,44.27973767,No Damage,Control,127147,58.40139326,11,13.2251,12.27757404,54.53551234,0,59.54479334,4.504720356,54.05960194,128.63963200511884,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,7.903232,10.128332,9.18080604,No Structure
9830,E,5,IR-0900781,1557,Local,Rural,1000,Townway,2187675,Non-fed aid non-NHS,2,Y,0.12,900781,0.21,RD INV 09 00781,61161,25,Posted,Rural,CLARK POINT RD,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,195.4170723,-68.32238063,44.27990441,No Damage,Control,127147,115.7955938,10,14,12.00926085,196.763645,0,85.87998218,3.012121761,195.4170723,100.00059025834769,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,6.903232,10.903232,8.91249285,No Structure
162875,A,5,IR-0900781,330,Local,Rural,1000,Townway,198313,Non-fed aid non-NHS,2,Y,0.21,900781,0.39,RD INV 09 00781,70522,25,Posted,Rural,HIGH RD,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,401.7730427,-68.32069716,44.28029612,No Damage,Control,127147,116.2966583,13.2251,24,19.00872962,405.2457367,0,82.35649558,4.388918876,401.7730427,168.36263288933412,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,10.128332,20.903232,15.91196162,No Structure
127286,A,5,IR-0900783,1820,Local,Rural,1000,Townway,5094131,Non-fed aid non-NHS,2,Y,0.02,900783,0.21,RD INV 09 00783,91691,25,Posted,Rural,CLARK POINT RD,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,434.3502198,-68.31910687,44.27882204,No Damage,Control,127147,174.1895493,7,11,7.93766108,435.4373118,0,61.7383299,1.370049854,434.3502198,17.541401627125715,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,3.903232,7.903232,4.84089308,No Structure
162874,A,5,IR-0901565,1340,Local,Rural,1000,Townway,198312,Non-fed aid non-NHS,2,Y,0,901565,0.24,RD INV 09 01565,11389,25,Posted,Rural,HERRICK RD,Southwest Harbor,9280,Hancock,9,Flexible,4,Eastern,547.9103703,-68.32209547,44.28101758,No Damage,Control,127147,203.1636066,13.2251,16,14.99274515,549.327972,0,77.77682468,1.357625297,547.9103703,208.7870201263929,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,10.128332,12.903232,11.89597715,No Structure
38902,E,5,IR-3200542,274,Local,Rural,1000,Townway,5098609,Non-fed aid non-NHS,2,Y,0.204,3200542,0.5,RD INV 3200542,29086,,Unposted,Rural,SAND BEACH RD,Cranberry Isles,9090,Hancock,9,Unimproved,4,Eastern,666.4884145,-68.23816944,44.25740456,Damage,Damage,38902,,2,7,3.731958843,619.3925429,0,90.40555686,1.283899238,617.7180309,32.01515089683944,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,-1.096768,3.903232,0.635190843,No Structure
38902,E,5,IR-3200542,274,Local,Rural,1000,Townway,5098609,Non-fed aid non-NHS,2,Y,0.204,3200542,0.5,RD INV 3200542,29086,,Unposted,Rural,SAND BEACH RD,Cranberry Isles,9090,Hancock,9,Unimproved,4,Eastern,666.4884145,-68.23816944,44.25740456,Damage,Damage,38902,,2,3,2.253355672,,0,98.13331584,9.133917433,56.59186606,32.01515089683944,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,-1.096768,-0.096768,-0.843412328,No Structure
38901,E,5,IR-3200542,274,Local,Rural,1000,Townway,5098609,Non-fed aid non-NHS,2,Y,0,3200542,0.204,RD INV 3200542,11312,,Unposted,Rural,SAND BEACH RD,Cranberry Isles,9090,Hancock,9,Flexible,4,Eastern,458.7406668,-68.2374105,44.26067474,No Damage,Control,38902,368.6161324,7,10,7.758145135,460.6678661,0,74.38501499,2.326660464,458.7406668,108.11563813234486,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,3.903232,6.903232,4.661377135,No Structure
192591,E,5,IR-3200540,219,Local,Rural,1000,Townway,2075831,Non-fed aid non-NHS,2,Y,0,3200540,0.05,RD INV 3200540,65375,,Unposted,Rural,TOWN DOCK RD,Cranberry Isles,9090,Hancock,9,Gravel,4,Eastern,112.1337147,-68.23864967,44.26110589,No Damage,Control,38902,413.3421509,5,6,5.320135626,112.400539,0,74.23683649,1.055272882,112.1337147,32.26838982253527,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,1.903232,2.903232,2.223367626,No Structure
39789,E,5,IR-0903608,110,Local,Rural,1000,Townway,5098607,Non-fed aid non-NHS,2,Y,0.03,903608,0.06,RD INV 09 03608,23927,,Unposted,Rural,CO-OP RD,Cranberry Isles,9090,Hancock,9,Flexible,4,Eastern,65.38353811,-68.2387873,44.26124253,No Damage,Control,38902,429.5899628,3,6,5.075902627,66.11583828,0,69.6375778,5.17464529,65.38353811,37.575929002905085,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,-0.096768,2.903232,1.979134627,No Structure
38900,E,5,IR-0903608,383,Local,Rural,1000,Townway,5098608,Non-fed aid non-NHS,2,Y,0,903608,0.03,RD INV 09 03608,4257,,Unposted,Rural,CO-OP RD,Cranberry Isles,9090,Hancock,9,Flexible,4,Eastern,71.49941573,-68.23839064,44.26158575,No Damage,Control,38902,465.2607119,6,9,7.940376462,72.23850093,0,75.39870096,4.773623031,71.49941574,86.90401838794682,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,2.903232,5.903232,4.843608462,No Structure
38896,E,5,IR-0903601,110,Local,Rural,1000,Townway,5098603,Non-fed aid non-NHS,2,Y,0,903601,0.07,RD INV 09 03601,44641,,Unposted,Rural,MAIN ST,Cranberry Isles,9090,Hancock,9,Flexible,4,Eastern,151.1935085,-68.23929138,44.26153801,No Damage,Control,38902,468.2224233,3,9,6.2031647,152.6152042,0,70.23555179,4.427074328,151.1935085,47.49955183068035,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,1.11,-0.096768,5.903232,3.1063967,No Structure
111582,E,5,IR-2710093,215,Local,Rural,1000,Townway,228669,Non-fed aid non-NHS,2,Y,0.31,2710093,0.5,RD INV 27 10093,77774,,Unposted,Urban,ROBBINS RD,Belfast,27010,Waldo,27,Flexible,2,Mid-Coast,430.0276588,-69.01270603,44.43993668,Damage,Damage,111582,,3,15,8.494528826,,0,91.36925333,3.267982121,430.0276588,12.793738117886493,Bar Harbor,10.16,5888.6,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,1.28,-0.096768,11.903232,5.397760826,No Structure
150462,E,5,IR-2710106,33,Local,Rural,1000,Townway,230076,Non-fed aid non-NHS,2,Y,0,2710106,0.06,RD INV 27 10106,89254,,Unposted,Urban,DELEMOS ST,Belfast,27010,Waldo,27,Unimproved,2,Mid-Coast,127.5787927,-69.01074628,44.43885502,No Damage,Control,111582,196.6570885,9,14.8077,11.27203851,,0,85.98416256,5.275134721,127.5787927,78.98437971664752,Bar Harbor,10.16,5888.6,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,1.28,5.903232,11.710932,8.17527051,No Structure
111586,E,5,IR-2710061,305,Local,Rural,1000,Townway,228674,Non-fed aid non-NHS,2,Y,0,2710061,0.8,RD INV 27 10061,26481,,Unposted,Urban,PATTERSON HILL RD,Belfast,27010,Waldo,27,Flexible,2,Mid-Coast,1799.076167,-69.0117154,44.44222616,No Damage,Control,111582,266.4497041,17,57,40.73733059,,0,98.47681367,4.18962076,1799.076167,229.62442520961696,Bar Harbor,10.16,5888.6,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,1.28,13.903232,53.903232,37.64056259,No Structure
