OBJECTID,aadt_type,priority,sh_sa_ir,faadt,fedfunccls,fed_urbrur,capacity,jurisdictn,link_id,nhs_status,num_lanes,offic_mile,prim_bmp,prirtecode,prim_emp,prirtename,segment_id,speed_lim,speedsrc,st_urbrur,strtname,townname,towncode,cntyname,cnty_no,surfc_type,dot_region,dot_regi_1,Shape_Leng,x,y,Damage_Status,Match_Type,Matched_Damage_OBJECTID,Dist_to_Damage_m,Z_Min,Z_Max,Z_Mean,Length3D,Min_Slope,Max_Slope,Avg_Slope,Shape_Length,Distance_to_Coast_m,Nearest_Gauge,Max_Height,Return_Period,Nearest_Wave_Gauge,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Nearest_Wind_Gauge,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Min,Rel_Elev_Mean,Rel_Elev_Max,Structure
127662,E,5,IR-2901654,113,Local,Rural,1000,Townway,5095496,Non-fed aid non-NHS,2,Y,0.375,2901654,0.69,RD INV 29 01654,29933,,Unposted,Rural,MARSH ISLAND LN,Addison,29010,Washington,29,Flexible,4,Eastern,708.9427758,-67.72147097,44.50097762,No Damage,Control,150872,693.6126844,5,29,13.46427532,716.1893221,0,97.70862441,4.414405016,708.9427758,156.90743719236454,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,1.903232,25.903232,10.36750732,No Structure
29811,A,4,SA-001,1293,Minor Collector,Rural,1600,State aid,3113021,Non-fed aid non-NHS,2,Y,1.359,2903002,2.18,RD INV 29 03002,4547,35,Posted,Rural,BAYVIEW DR,Beals,29050,Washington,29,Flexible,4,Eastern,1862.107483,-67.60433205,44.51133298,Damage,Damage,29811,,3,11,5.851474744,1867.662791,0,83.88803791,1.550937405,1862.107483,8.921646379153424,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,-0.480816,7.519184,2.370658744,Cross Culvert
30041,A,4,SA-001,1293,Minor Collector,Rural,1600,State aid,3113021,Non-fed aid non-NHS,2,Y,1.32,2903002,1.359,RD INV 29 03002,5665,25,Posted,Rural,BAYVIEW DR,Beals,29050,Washington,29,Flexible,4,Eastern,89.33675339,-67.60127823,44.50773715,No Damage,Control,29811,467.4517396,3.4218,4,3.949069006,90.00092314,0,50.51224537,5.013348068,89.33675339,4.348672035423048,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,-0.059016,0.519184,0.468253006,No Structure
114244,A,5,IR-2903002,750,Local,Rural,1000,Townway,5095478,Non-fed aid non-NHS,2,Y,0.65,2903002,1.32,RD INV 29 03002,83098,30,Posted,Rural,ALLEYS BAY RD,Beals,29050,Washington,29,Flexible,4,Eastern,1508.459422,-67.59747486,44.50979809,No Damage,Control,29811,569.900418,3,5,3.971166701,1512.423811,0,89.45972339,1.355307811,1508.459422,16.765787370166855,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,-0.480816,1.519184,0.490350701,No Structure
127603,A,5,IR-2903008,540,Local,Rural,1000,Townway,5095483,Non-fed aid non-NHS,2,Y,0,2903008,0.491,RD INV 29 03008,31328,25,Posted,Rural,BLACK DUCK COVE RD,Beals,29050,Washington,29,Flexible,4,Eastern,1105.433019,-67.59937316,44.50548453,No Damage,Control,29811,759.9637291,4,19,10.32653463,856.6954302,0,84.66872898,2.296040066,852.4834771,101.3678543334354,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,0.519184,15.519184,6.84571863,No Structure
35234,E,5,IR-3200394,57,Local,Rural,1000,Townway,5104607,Non-fed aid non-NHS,2,Y,0.07,3200394,0.13,RD INV 3200394,27434,,Unposted,Rural,BEALS ELEMENTARY SCHOOL,Beals,29050,Washington,29,Flexible,4,Eastern,136.1941795,-67.61205171,44.51631929,No Damage,Control,29811,825.8834745,13,14,13.93359911,136.8325946,0,88.956864,2.012614372,136.1941795,198.4272092,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,9.519184,10.519184,10.45278311,No Structure
114031,E,5,IR-2902060,42,Local,Rural,1000,Townway,5095439,Non-fed aid non-NHS,2,Y,0,2902060,0.08,RD INV 29 02060,5246,,Unposted,Rural,CRANBERRY COVE RD,Beals,29050,Washington,29,Unimproved,4,Eastern,174.1916321,-67.60942337,44.51792768,No Damage,Control,29811,837.0726922,4,6,4.437678171,175.3288242,0,88.67508764,2.74120075,174.1916321,13.89780929738591,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,0.519184,2.519184,0.956862171,No Structure
30295,E,4,SA-001,1418,Minor Collector,Rural,1600,State aid,3113025,Non-fed aid non-NHS,2,Y,2.36,2903002,2.46,RD INV 29 03002,78712,25,Posted,Rural,BAYVIEW DR,Beals,29050,Washington,29,Flexible,4,Eastern,216.4699565,-67.61208457,44.52021174,Damage,Damage,30295,,5,7,6.010143811,217.6009559,0,86.42430027,2.23519947,216.4699565,32.62540601890578,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,1.519184,3.519184,2.529327811,Cross Culvert
149304,E,5,IR-2903006,125,Local,Rural,1000,Townway,231008,Non-fed aid non-NHS,2,Y,0,2903006,0.05,RD INV 29 03006,64482,,Unposted,Rural,PERIO PT,Beals,29050,Washington,29,Flexible,4,Eastern,113.9301958,-67.61245747,44.52100854,No Damage,Control,30295,93.40247084,4,6,4.755373727,114.546987,0,88.01501226,2.180193166,113.9301958,42.18791617849798,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,0.519184,2.519184,1.274557727,No Structure
114033,E,5,IR-2901549,91,Local,Rural,1000,Townway,5095441,Non-fed aid non-NHS,2,Y,0,2901549,0.15,RD INV 29 01549,10648,,Unposted,Rural,SHORE RD,Beals,29050,Washington,29,Flexible,4,Eastern,326.5251959,-67.61086292,44.52014977,No Damage,Control,30295,97.10012474,3,6,3.959161974,329.0506932,0,87.19773183,3.783613175,326.5251959,6.022835888539783,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,-0.480816,2.519184,0.478345974,No Structure
30049,A,4,SA-001,1419,Minor Collector,Rural,1600,State aid,3113023,Non-fed aid non-NHS,2,Y,2.3,2903002,2.36,RD INV 29 03002,89304,25,Posted,Rural,BAYVIEW DR,Beals,29050,Washington,29,Flexible,4,Eastern,140.959375,-67.61152045,44.51922257,No Damage,Control,30295,118.7362123,6,9,7.057972049,141.6533893,0,64.90247439,2.376153272,140.959375,116.96847264297708,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,2.519184,5.519184,3.577156049,No Structure
149066,E,5,IR-2901878,34,Local,Rural,1000,Townway,230991,Non-fed aid non-NHS,2,Y,0,2901878,0.06,RD INV 29 01878,21736,,Unposted,Rural,BIG POND RD,Beals,29050,Washington,29,Flexible,4,Eastern,141.1662273,-67.61327803,44.51943499,No Damage,Control,30295,128.1132703,9,11,9.365760989,141.7010619,0,70.97757583,1.652716334,141.1662273,130.8568568001807,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,5.519184,7.519184,5.884944989,No Structure
149067,E,5,IR-2903001,157,Local,Rural,1000,Townway,230992,Non-fed aid non-NHS,2,Y,0.07,2903001,0.1,RD INV 29 03001,8013,20,Posted,Rural,ELM ST,Beals,29050,Washington,29,Flexible,4,Eastern,74.17680472,-67.61298313,44.5190613,No Damage,Control,30295,146.4224901,9,11,9.959660382,74.74729508,0,79.29028528,3.217178092,74.17680471,102.62183483193306,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,5.519184,7.519184,6.478844382,No Structure
72193,E,5,IR-0902472,107,Local,Rural,1000,Other,5098276,Non-fed aid non-NHS,2,Y,0.07,902472,0.31,RD INV 09 02472,50056,,Unposted,Rural,STATE PARK RD,Lamoine,9180,Hancock,9,Flexible,4,Eastern,544.8742905,-68.29819818,44.4533734,Damage,Damage,72193,,3,23,15.58416733,550.171979,0,98.35826406,4.263314166,544.8742905,191.42719439038345,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,-0.096768,19.903232,12.48739933,No Structure
72190,E,5,IR-0902473,204,Local,Rural,1000,Other,5098273,Non-fed aid non-NHS,2,Y,0,902473,0.09,RD INV 09 02473,54038,,Unposted,Rural,STATE PARK RD 2,Lamoine,9180,Hancock,9,Unimproved,4,Eastern,210.2618587,-68.29852253,44.45391403,No Damage,Control,72193,65.39598372,19,23,21.02720018,212.4252387,0,87.60324049,5.385836779,210.2618587,210.1786367142495,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,15.903232,19.903232,17.93043218,No Structure
72192,E,5,IR-0902472,311,Local,Rural,1000,Other,5098275,Non-fed aid non-NHS,2,Y,0,902472,0.07,RD INV 09 02472,62892,,Unposted,Rural,STATE PARK RD,Lamoine,9180,Hancock,9,Flexible,4,Eastern,150.2171312,-68.29779119,44.4549352,No Damage,Control,72193,176.643128,23,28,25.55690255,118.0337473,0,96.30180482,5.015442061,116.7062232,326.4241902,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,19.903232,24.903232,22.46013455,No Structure
72191,E,5,IR-0902473,204,Local,Rural,1000,Other,5098274,Non-fed aid non-NHS,2,Y,0.09,902473,0.44,RD INV 09 02473,49675,,Unposted,Rural,STATE PARK RD 2,Lamoine,9180,Hancock,9,Unimproved,4,Eastern,793.770004,-68.30047513,44.45536333,No Damage,Control,72193,285.6961316,18,22.844,20.49566441,798.5199223,0,88.32121433,3.205549916,793.770004,216.2464150292841,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,14.903232,19.747232,17.39889641,No Structure
158660,E,4,SH-0253,404,Major Collector,Rural,1800,State hwy,3122347,Fed aid non-NHS,2,Y,7.88,0184X,7.92,ST RTE 184,70839,40,Posted,Rural,LAMOINE BEACH RD,Lamoine,9180,Hancock,9,Flexible,4,Eastern,87.5021207,-68.29377552,44.45402832,No Damage,Control,72193,358.5129986,26,26,26,15.90176537,0,0,0,15.90176537,387.0174769910854,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,22.903232,22.903232,22.903232,No Structure
72189,E,5,IR-3200597,133,Local,Rural,1000,Townway,5098270,Non-fed aid non-NHS,2,Y,0.86,3200597,0.96,RD INV 3200597,17374,35,Posted,Rural,MARLBORO BEACH RD,Lamoine,9180,Hancock,9,Flexible,4,Eastern,235.8692621,-68.28005418,44.47205148,Damage,Damage,72189,,3,10,5.626177902,237.8136395,0,95.29901121,3.524925872,235.8692621,18.683391223122022,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,-0.096768,6.903232,2.529409902,No Structure
161917,E,5,IR-3200597,57,Local,Rural,1000,Townway,197841,Non-fed aid non-NHS,2,Y,0.35,3200597,0.86,RD INV 3200597,30849,35,Posted,Rural,MARLBORO BEACH RD,Lamoine,9180,Hancock,9,Flexible,4,Eastern,1136.961859,-68.27631882,44.47389921,No Damage,Control,72189,360.6368684,10,35,26.50182247,1144.367993,0,92.26307987,2.916991275,1136.961859,136.12101909433912,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,6.903232,31.903232,23.40505447,No Structure
126318,A,5,IR-0901070,210,Local,Rural,1000,Townway,5094613,Non-fed aid non-NHS,2,Y,0,901070,0.65,RD INV 09 01070,59063,,Unposted,Rural,RACCOON COVE RD,Lamoine,9180,Hancock,9,Unimproved,4,Eastern,1462.306936,-68.2804349,44.47620559,No Damage,Control,72189,462.9026771,10,29,17.91148605,695.2170728,0,97.09448834,4.088487587,689.5011837,290.59538628406204,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,6.903232,25.903232,14.81471805,No Structure
161919,E,5,IR-0901385,69,Local,Rural,1000,Townway,197844,Non-fed aid non-NHS,2,Y,0,901385,0.22,RD INV 09 01385,40398,,Unposted,Rural,MAXWELL AV,Lamoine,9180,Hancock,9,Flexible,4,Eastern,493.8935287,-68.2691554,44.47506096,No Damage,Control,72189,927.2617807,12,34,24.92803955,499.5937497,0,85.58642867,5.151692363,493.8935287,272.8619829694094,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,8.903232,30.903232,21.83127155,No Structure
161737,E,5,IR-0901010,124,Local,Rural,1000,Townway,197998,Non-fed aid non-NHS,2,Y,0.83,901010,0.94,RD INV 09 01010,5299,25,Posted,Rural,OCEAN AV,Sorrento,9270,Hancock,9,Flexible,4,Eastern,238.7665641,-68.1896162,44.47130467,Damage,Damage,161737,,3,8,5.555443605,240.8226862,0,75.6607271,4.732008739,238.7665641,20.00876465043403,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,-0.096768,4.903232,2.458675605,No Structure
71052,E,5,IR-0902858,24,Local,Rural,1000,Townway,5094656,Non-fed aid non-NHS,2,Y,0,902858,0.11,RD INV 09 02858,82646,,Unposted,Rural,CEDAR ST,Sorrento,9270,Hancock,9,Unimproved,4,Eastern,240.7493132,-68.19050378,44.47170092,No Damage,Control,161737,83.07529487,3,13,9.410257787,243.898573,0,96.06993121,5.445250542,240.7493132,73.36604263,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,-0.096768,9.903232,6.313489787,No Structure
161736,A,5,IR-0901010,100,Local,Rural,1000,Townway,197995,Non-fed aid non-NHS,2,Y,0.77,901010,0.83,RD INV 09 01010,57233,25,Posted,Rural,OCEAN AV,Sorrento,9270,Hancock,9,Flexible,4,Eastern,136.5038197,-68.19109611,44.47132946,No Damage,Control,161737,117.4614874,3.1332,8.3241,5.455150026,137.8915426,0,73.21362429,5.487395923,136.5038197,31.457949918066163,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,0.036432,5.227332,2.358382026,No Structure
71051,E,5,IR-0901591,50,Local,Rural,1000,Townway,5094655,Non-fed aid non-NHS,2,Y,0,901591,0.11,RD INV 09 01591,81947,,Unposted,Rural,MT DESERT ST,Sorrento,9270,Hancock,9,Unimproved,4,Eastern,238.9623325,-68.1883914,44.47207948,No Damage,Control,161737,129.8759402,7,16,12.82883896,241.2039651,0,98.93027117,4.348649491,238.9623325,81.68802331533252,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,3.903232,12.903232,9.73207096,No Structure
161738,E,5,IR-0901010,134,Local,Rural,1000,Townway,198000,Non-fed aid non-NHS,2,Y,0.94,901010,0.99,RD INV 09 01010,37290,25,Posted,Rural,OCEAN AV,Sorrento,9270,Hancock,9,Flexible,4,Eastern,118.8870817,-68.18790631,44.47159155,No Damage,Control,161737,139.3770535,7,8,7.299850438,119.1156305,0,53.17497543,1.076326762,118.8870817,19.70147588883261,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,3.903232,4.903232,4.203082438,No Structure
71054,A,5,IR-0901010,70,Local,Rural,1000,Townway,5094658,Non-fed aid non-NHS,2,Y,0.7,901010,0.77,RD INV 09 01010,384,,Unposted,Rural,BEECH ST,Sorrento,9270,Hancock,9,Flexible,4,Eastern,166.233407,-68.19159214,44.47189033,No Damage,Control,161737,169.7743814,8.3213,13,11.81649861,167.4659853,0,81.79378941,3.27852903,166.233407,80.47965368787686,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,5.224532,9.903232,8.71973061,No Structure
74946,E,5,IR-0900998,71,Local,Rural,1000,Townway,3936558,Non-fed aid non-NHS,2,Y,0,900998,0.57,RD INV 09 00998,82470,,Unposted,Rural,BAY AV,Hancock,9170,Hancock,9,Unimproved,4,Eastern,1289.28772,-68.22934576,44.47471432,Damage,Damage,74946,,2,9.9572,5.629602798,1307.249914,0,97.43310346,7.435084873,1289.28772,15.626809202808689,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,-1.096768,6.860432,2.532834798,No Structure
162507,A,5,IR-0900998,120,Local,Rural,1000,Townway,198043,Non-fed aid non-NHS,2,Y,0.57,900998,0.79,RD INV 09 00998,9870,,Unposted,Rural,HASKINS RD,Hancock,9170,Hancock,9,Flexible,4,Eastern,499.6742259,-68.23003288,44.47142189,No Damage,Control,74946,370.1389014,9,28,21.99685245,505.522735,0,94.39915724,5.012996072,499.6742259,161.55042461428465,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,5.903232,24.903232,18.90008445,No Structure
116167,E,5,IR-0900989,71,Local,Rural,1000,Townway,5094623,Non-fed aid non-NHS,2,Y,1.19,900989,1.29,RD INV 09 00989,3354,,Unposted,Rural,BAY AV,Hancock,9170,Hancock,9,Unimproved,4,Eastern,213.7757912,-68.22770318,44.47127253,No Damage,Control,74946,404.2936271,5,9,6.645699021,215.7498915,0,67.64361055,4.729960165,213.7757912,30.65344715083451,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,1.903232,5.903232,3.548931021,No Structure
126312,A,5,IR-0900471,570,Local,Rural,1000,Townway,5094607,Non-fed aid non-NHS,2,Y,0.46,900471,0.559,RD INV 09 00471,94057,25,Posted,Rural,POINT RD,Hancock,9170,Hancock,9,Flexible,4,Eastern,222.0480323,-68.23351474,44.47117723,No Damage,Control,74946,513.9211671,27,28,27.57711735,224.2196384,0,74.028547,5.074114706,222.0480323,311.71583479214644,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,23.903232,24.903232,24.48034935,No Structure
162508,E,5,IR-0900471,493,Local,Rural,1000,Townway,198045,Non-fed aid non-NHS,2,Y,0.41,900471,0.46,RD INV 09 00471,2787,25,Posted,Rural,POINT RD,Hancock,9170,Hancock,9,Flexible,4,Eastern,102.1338699,-68.23238218,44.47036156,No Damage,Control,74946,540.6557071,25,27,26.41853273,102.9356451,0,81.3514769,3.625932203,102.1338699,302.48659399407245,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,21.903232,23.903232,23.32176473,No Structure
162504,E,5,IR-0900989,104,Local,Rural,1000,Townway,198039,Non-fed aid non-NHS,2,Y,1.02,900989,1.19,RD INV 09 00989,99042,,Unposted,Rural,BAY AV,Hancock,9170,Hancock,9,Flexible,4,Eastern,374.443186,-68.22591622,44.4698963,No Damage,Control,74946,600.8901064,4,7,4.991157729,376.1586089,0,90.38576028,2.352677989,374.443186,15.853821269360283,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,0.903232,3.903232,1.894389729,No Structure
162505,E,5,IR-0900991,103,Local,Rural,1000,Townway,198040,Non-fed aid non-NHS,2,Y,0,900991,0.24,RD INV 09 00991,78621,,Unposted,Rural,WHARF RD,Hancock,9170,Hancock,9,Flexible,4,Eastern,531.9969171,-68.22931154,44.46975243,Damage,Damage,162505,,5,25,18.1647339,538.3449209,0,90.24726592,5.648858016,531.9969171,241.2918012917502,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,1.903232,21.903232,15.0679659,No Structure
162506,A,5,IR-0900471,420,Local,Rural,1000,Townway,198041,Non-fed aid non-NHS,2,Y,0.31,900471,0.41,RD INV 09 00471,46161,25,Posted,Rural,POINT RD,Hancock,9170,Hancock,9,Flexible,4,Eastern,215.7273462,-68.23113864,44.46940043,No Damage,Control,162505,150.1730261,21.8455,25,23.41790783,216.61794,0,68.70100168,2.499007504,215.7273462,282.54865319432366,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,18.748732,21.903232,20.32113983,No Structure
162503,E,5,IR-0900471,327,Local,Rural,1000,Townway,198038,Non-fed aid non-NHS,2,Y,0.22,900471,0.31,RD INV 09 00471,55074,25,Posted,Rural,POINT RD,Hancock,9170,Hancock,9,Flexible,4,Eastern,213.512197,-68.229835,44.46839971,No Damage,Control,162505,156.0455706,21,22,21.31349687,214.4992781,0,72.40794466,2.73352531,213.512197,288.8610422790086,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,17.903232,18.903232,18.21672887,No Structure
126321,E,5,IR-0900993,163,Local,Rural,1000,Townway,5094618,Non-fed aid non-NHS,2,Y,0.15,900993,0.35,RD INV 09 00993,36072,,Unposted,Rural,POST OFFICE RD,Hancock,9170,Hancock,9,Flexible,4,Eastern,456.770974,-68.22817532,44.46835036,No Damage,Control,162505,180.0966853,7,22,16.22861908,461.055911,0,92.80650978,4.062376125,456.770974,233.8280087056897,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,3.903232,18.903232,13.13185108,No Structure
162507,A,5,IR-0900998,120,Local,Rural,1000,Townway,198043,Non-fed aid non-NHS,2,Y,0.57,900998,0.79,RD INV 09 00998,9870,,Unposted,Rural,HASKINS RD,Hancock,9170,Hancock,9,Flexible,4,Eastern,499.6742259,-68.23003288,44.47142189,No Damage,Control,162505,194.2594774,9,28,21.99685245,505.522735,0,94.39915724,5.012996072,499.6742259,161.55042461428465,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,5.903232,24.903232,18.90008445,No Structure
116167,E,5,IR-0900989,71,Local,Rural,1000,Townway,5094623,Non-fed aid non-NHS,2,Y,1.19,900989,1.29,RD INV 09 00989,3354,,Unposted,Rural,BAY AV,Hancock,9170,Hancock,9,Unimproved,4,Eastern,213.7757912,-68.22770318,44.47127253,No Damage,Control,162505,211.7969787,5,9,6.645699021,215.7498915,0,67.64361055,4.729960165,213.7757912,30.65344715083451,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,East Surry,0.99,1.903232,5.903232,3.548931021,No Structure
88365,A,5,IR-2900649,350,Local,Rural,1000,Townway,5395564,Non-fed aid non-NHS,2,Y,0,2900649,0.475,RD INV 29 00649,66755,,Unposted,Rural,ROGERS POINT RD,Steuben,29400,Washington,29,Unimproved,4,Eastern,1071.448572,-67.97364089,44.47271608,Damage,Damage,88365,,3,19,7.572545723,1078.439806,0,90.40940194,3.201150837,1071.448572,8.889637424040457,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,-0.096768,15.903232,4.475777723,No Structure
56244,A,5,IR-2900649,350,Local,Rural,1000,Townway,5395564,Non-fed aid non-NHS,2,Y,0.475,2900649,3.11,RD INV 29 00649,19363,,Unposted,Rural,ROGERS POINT RD,Steuben,29400,Washington,29,Flexible,4,Eastern,5963.826795,-67.96225501,44.486222,No Damage,Control,88365,,11,32,20.7798815,4328.914968,0,99.09176913,3.462963666,4299.266885,322.01654539021894,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,7.903232,28.903232,17.6831135,No Structure
87549,E,5,IR-0900519,390,Local,Rural,1000,Townway,5094702,Non-fed aid non-NHS,2,Y,0.2,0900519,2.52,RD INV 09 00519,441,35,Posted,Rural,GOULDSBORO POINT,Gouldsboro,9150,Hancock,9,Flexible,4,Eastern,5236.881672,-67.99388246,44.49261625,No Damage,Control,88365,,6,28,12.01653123,2867.497574,0,97.11280733,2.44597003,2852.844905,222.63479562155567,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,2.903232,24.903232,8.91976323,No Structure
