Damage_Status,OBJECTID,aadt_type,priority,sh_sa_ir,faadt,fedfunccls,fed_urbrur,capacity,jurisdictn,link_id,nhs_status,num_lanes,offic_mile,prim_bmp,prirtecode,prim_emp,prirtename,segment_id,speed_lim,speedsrc,st_urbrur,strtname,townname,towncode,cntyname,cnty_no,surfc_type,dot_region,dot_regi_1,Shape_Leng,x,y,Z_Min,Z_Max,Z_Mean,Min_Slope,Avg_Slope,Max_Slope,Damage_Status_y,Nearest_Gauge,Max_Height,Return_Period,Distance_to_Coast_m,Nearest_Wave_Gauge,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Nearest_Wind_Gauge,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Min,Rel_Elev_Mean,Rel_Elev_Max,Inundation_Duration_Min
No Damage,192591,E,5,IR-3200540,219,Local,Rural,1000,Townway,2075831,Non-fed aid non-NHS,2,Y,0,3200540,0.05,RD INV 3200540,65375,0,Unposted,Rural,TOWN DOCK RD,Cranberry Isles,9090,Hancock,9,Gravel,4,Eastern,34.17835624,-68.238632,44.26100779,5.00000016,6.000000192,5.320135797,0,0.777563104,6.048886202,No Damage,Bar Harbor,3.096768,257.9,21.028498,Eastern Shelf,7.45,135.41,4.26,140.36,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,2.8194,1.903232,2.223367626,2.903232,0
No Damage,39789,E,5,IR-0903608,110,Local,Rural,1000,Townway,5098607,Non-fed aid non-NHS,2,Y,0.03,903608,0.06,RD INV 09 03608,23927,0,Unposted,Rural,CO-OP RD,Cranberry Isles,9090,Hancock,9,Flexible,4,Eastern,19.92890242,-68.23883854,44.26119642,3.000000096,6.000000192,5.07590279,0,1.721107572,5.903593702,No Damage,Bar Harbor,3.096768,257.9,24.3968328,Eastern Shelf,7.45,135.41,4.26,140.36,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,2.8194,-0.096768,1.979134627,2.903232,36
No Damage,38900,E,5,IR-0903608,383,Local,Rural,1000,Townway,5098608,Non-fed aid non-NHS,2,Y,0,903608,0.03,RD INV 09 03608,4257,0,Unposted,Rural,CO-OP RD,Cranberry Isles,9090,Hancock,9,Flexible,4,Eastern,21.79302191,-68.23844889,44.26153418,6.000000192,9.000000288,7.940376717,0,1.653181732,6.084062698,No Damage,Bar Harbor,3.096768,257.9,72.86562527,Eastern Shelf,7.45,135.41,4.26,140.36,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,2.8194,2.903232,4.843608462,5.903232,0
No Damage,38896,E,5,IR-0903601,110,Local,Rural,1000,Townway,5098603,Non-fed aid non-NHS,2,Y,0,903601,0.07,RD INV 09 03601,44641,0,Unposted,Rural,MAIN ST,Cranberry Isles,9090,Hancock,9,Flexible,4,Eastern,46.08378139,-68.23920199,44.26161033,3.000000096,9.000000288,6.2031649,0,1.592128004,5.923048034,No Damage,Bar Harbor,3.096768,257.9,51.87806155,Eastern Shelf,7.45,135.41,4.26,140.36,Eastern Shelf,20.07,116.2,13.47,142.3,Southwest Harbor,2.8194,-0.096768,3.1063967,5.903232,36
Damage,111582,E,5,IR-2710093,215,Local,Rural,1000,Townway,228669,Non-fed aid non-NHS,2,Y,0.31,2710093,0.5,RD INV 27 10093,77774,0,Unposted,Urban,ROBBINS RD,Belfast,27010,Waldo,27,Flexible,2,Mid-Coast,131.0724304,-69.01220655,44.43965209,3.000000096,15.00000048,8.494529097,0,1.368119036,6.51288816,Damage,Bar Harbor,3.096768,257.9,31.95939201,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,-0.096768,5.397760826,11.903232,36
No Damage,150462,E,5,IR-2710106,33,Local,Rural,1000,Townway,230076,Non-fed aid non-NHS,2,Y,0,2710106,0.06,RD INV 27 10106,89254,0,Unposted,Urban,DELEMOS ST,Belfast,27010,Waldo,27,Unimproved,2,Mid-Coast,38.88601601,-69.01083349,44.43875576,9.000000288,14.80770047,11.27203887,0,1.737708468,6.378896016,No Damage,Bar Harbor,3.096768,257.9,76.27389712,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,5.903232,8.17527051,11.710932,0
No Damage,111586,E,5,IR-2710061,305,Local,Rural,1000,Townway,228674,Non-fed aid non-NHS,2,Y,0,2710061,0.8,RD INV 27 10061,26481,0,Unposted,Urban,PATTERSON HILL RD,Belfast,27010,Waldo,27,Flexible,2,Mid-Coast,548.3584157,-69.0102417,44.44115147,17.00000054,57.00000182,40.73733188,0,1.548894069,6.67535011,No Damage,Bar Harbor,3.096768,257.9,252.334038,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,13.903232,37.64056259,53.903232,0
No Damage,156627,E,5,IR-2710093,134,Local,Rural,1000,Townway,5094281,Non-fed aid non-NHS,2,Y,0,2710093,0.31,RD INV 27 10093,16217,0,Unposted,Rural,ROBBINS RD,Belfast,27010,Waldo,27,Flexible,2,Mid-Coast,213.850166,-69.01599753,44.44207804,3.000000096,4.000000128,3.163892634,0,0.769535181,6.249729093,No Damage,Bar Harbor,3.096768,257.9,10.77927883,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,-0.096768,0.067124532,0.903232,36
No Damage,150461,E,5,IR-2710093,408,Local,Rural,1000,Townway,230074,Non-fed aid non-NHS,2,Y,0.5,2710093,0.59,RD INV 27 10093,34559,0,Unposted,Urban,ROBBINS RD,Belfast,27010,Waldo,27,Flexible,2,Mid-Coast,62.56211335,-69.00974282,44.43877325,13.00000042,16.00000051,14.28727104,0,1.483032139,6.48807057,No Damage,Bar Harbor,3.096768,257.9,137.5467566,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,9.903232,11.19050258,12.903232,0
No Damage,156625,E,5,IR-2710107,37,Local,Rural,1000,Townway,5094279,Non-fed aid non-NHS,2,Y,0,2710107,0.1,RD INV 27 10107,62861,0,Unposted,Urban,SEA BREEZE LN,Belfast,27010,Waldo,27,Unimproved,2,Mid-Coast,65.07019453,-69.0095724,44.43805533,9.000000288,15.00000048,11.05235662,0,1.599403816,6.311012597,No Damage,Bar Harbor,3.096768,257.9,95.25373477,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,5.903232,7.95558827,11.903232,0
Damage,85290,E,5,IR-1305001,317,Local,Rural,1000,Townway,206948,Non-fed aid non-NHS,2,Y,0,1305001,0.398,RD INV 13 05001,67304,0,Unposted,Rural,CRABTREE POINT RD,North Haven,13080,Knox,13,Unimproved,2,Mid-Coast,272.2056702,-68.93419669,44.11980342,3.000000096,7.000000224,4.146678318,0,0.942659485,6.180423185,Damage,Bar Harbor,3.096768,257.9,114.5681648,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Rockland,2.5654,-0.096768,1.049910185,3.903232,36
No Damage,85289,E,5,IR-1305001,317,Local,Rural,1000,Townway,206948,Non-fed aid non-NHS,2,Y,0.398,1305001,1.67,RD INV 13 05001,12016,0,Unposted,Rural,CRABTREE POINT RD,North Haven,13080,Knox,13,Flexible,2,Mid-Coast,870.0632793,-68.92508204,44.12831914,4.000000128,16.00000051,9.040491756,0,1.30980479,6.46200792,No Damage,Bar Harbor,3.096768,257.9,88.4447475,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Rockland,2.5654,0.903232,5.943723467,12.903232,0
No Damage,74950,E,5,IR-1305019,61,Local,Rural,1000,Townway,3936569,Non-fed aid non-NHS,2,Y,0,1305019,0.26,RD INV 13 05019,90129,0,Unposted,Rural,BELA PRATT RD,North Haven,13080,Knox,13,Unimproved,2,Mid-Coast,174.6541404,-68.92110643,44.1347078,2.304100074,11.00000035,7.600970542,0,1.589601439,6.408780582,No Damage,Bar Harbor,3.096768,257.9,97.41559516,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,-0.792668,4.504202299,7.903232,198
No Damage,70872,E,5,IR-1305001,393,Local,Rural,1000,Townway,5093957,Non-fed aid non-NHS,2,Y,1.67,1305001,2.11,RD INV 13 05001,69738,0,Unposted,Rural,CRABTREE POINT RD,North Haven,13080,Knox,13,Flexible,2,Mid-Coast,300.9327334,-68.91699323,44.13566846,7.000000224,27.00000086,15.26964066,0,1.216489935,6.478166712,No Damage,Bar Harbor,3.096768,257.9,205.5778511,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,3.903232,12.17287217,23.903232,0
No Damage,115997,E,5,IR-1305001,469,Local,Rural,1000,Townway,5093949,Non-fed aid non-NHS,2,Y,2.11,1305001,2.96,RD INV 13 05001,71961,0,Unposted,Rural,CRABTREE POINT RD,North Haven,13080,Knox,13,Flexible,2,Mid-Coast,583.5201251,-68.90453427,44.13976297,9.000000288,30.00000096,18.40404837,0,1.284888315,6.67116078,No Damage,Bar Harbor,3.096768,257.9,184.6554793,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,5.903232,15.30727978,26.903232,0
No Damage,116000,E,5,IR-1305018,122,Local,Rural,1000,Townway,5093952,Non-fed aid non-NHS,2,Y,0,1305018,0.23,RD INV 13 05018,21723,0,Unposted,Rural,W DISTRICT RD,North Haven,13080,Knox,13,Flexible,2,Mid-Coast,160.4448197,-68.91405442,44.13907322,8.000000256,27.00000086,16.7378406,0,1.783346998,6.680729056,No Damage,Bar Harbor,3.096768,257.9,358.0583583,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,4.903232,13.64107207,23.903232,0
Damage,39613,A,5,IR-2703157,1155,Local,Rural,1000,Townway,5097695,Non-fed aid non-NHS,2,Y,5.799,2703157,7.092,RD INV 27 03157,96830,35,Posted,Rural,MAIN RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,888.5496002,-68.9028536,44.31900531,3.000000096,19.00000061,7.074728829,0,1.20070471,6.614831274,Damage,Bar Harbor,3.096768,257.9,108.1358873,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,-0.096768,3.977960603,15.903232,36
No Damage,39612,A,5,IR-2703157,1155,Local,Rural,1000,Townway,5097695,Non-fed aid non-NHS,2,Y,7.092,2703157,7.42,RD INV 27 03157,57364,45,Posted,Rural,MAIN RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,225.5228361,-68.89940555,44.33000574,18.00000058,25.0000008,21.67050703,0,1.681383945,6.545279499,No Damage,Bar Harbor,3.096768,257.9,388.9675609,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,14.903232,18.57373834,21.903232,0
No Damage,39605,A,5,IR-2703126,175,Local,Rural,1000,Townway,5097690,Non-fed aid non-NHS,2,Y,0,2703126,0.47,RD INV 27 03126,5493,0,Unposted,Rural,RYDER RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,321.5814312,-68.8954208,44.33968532,2.1336,3.9624,3.376317444,0,0.921857431,6.084332577,No Damage,Bar Harbor,3.096768,257.9,340.5831529,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,3.903232,7.98038897,9.903232,228
No Damage,39608,E,5,IR-2703171,93,Local,Rural,1000,Townway,5097693,Non-fed aid non-NHS,2,Y,0,2703171,0.88,RD INV 27 03171,28790,0,Unposted,Rural,BILLY SHORE RD,Islesboro,27070,Waldo,27,Unimproved,2,Mid-Coast,603.0682323,-68.89375681,44.3332348,3.000000096,21.00000067,12.03670094,0,1.399323099,6.70791851,No Damage,Bar Harbor,3.096768,257.9,88.00054829,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,-0.096768,8.93993255,17.903232,36
No Damage,39611,A,5,IR-2703157,1155,Local,Rural,1000,Townway,5097695,Non-fed aid non-NHS,2,Y,5.64,2703157,5.799,RD INV 27 03157,40438,30,Posted,Rural,MAIN RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,109.1474432,-68.90289428,44.30939841,5.00000016,15.00000048,11.40354008,0,1.588152911,6.699257353,No Damage,Bar Harbor,3.096768,257.9,133.9079273,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,1.903232,8.30677171,11.903232,0
No Damage,174296,E,4,SA-003,472,Minor Collector,Rural,1600,State aid,3130725,Non-fed aid non-NHS,2,Y,2.8,2703110,3.39,RD INV 27 03110,33769,35,Posted,Rural,W BAY RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,406.8701877,-68.90843724,44.30935573,10.00000032,24.00000077,16.23894637,0,1.437921062,6.44785524,No Damage,Bar Harbor,3.096768,257.9,329.8897187,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,6.903232,13.14217785,20.903232,0
Damage,39622,E,5,IR-2703221,103,Local,Rural,1000,Townway,5097703,Non-fed aid non-NHS,2,Y,0,2703221,0.599,RD INV 27 03221,7507,0,Unposted,Rural,HEWES POINT RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,409.2147014,-68.89570236,44.30520583,3.000000096,11.00000035,6.337982266,0,1.403538484,6.61384128,Damage,Bar Harbor,3.096768,257.9,113.9957973,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,-0.096768,3.241214065,7.903232,36
No Damage,150594,E,5,IR-2703157,1073,Local,Rural,1000,Townway,229681,Non-fed aid non-NHS,2,Y,5.31,2703157,5.4,RD INV 27 03157,89357,30,Posted,Rural,MAIN RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,59.97545345,-68.90155031,44.30447433,8.000000256,12.00000038,9.562105555,0,1.168148309,6.209907441,No Damage,Bar Harbor,3.096768,257.9,163.9818966,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,4.903232,6.46533725,8.903232,0
No Damage,150595,A,5,IR-2703157,970,Local,Rural,1000,Townway,229683,Non-fed aid non-NHS,2,Y,5.4,2703157,5.64,RD INV 27 03157,75894,30,Posted,Rural,MAIN RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,161.3316949,-68.90226662,44.30672548,6.000000192,12.00000038,7.918087317,0,1.345503763,6.506944898,No Damage,Bar Harbor,3.096768,257.9,45.46311452,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,2.903232,4.821319063,8.903232,0
No Damage,150593,E,5,IR-2703157,1104,Local,Rural,1000,Townway,229679,Non-fed aid non-NHS,2,Y,5.21,2703157,5.31,RD INV 27 03157,83888,30,Posted,Rural,MAIN RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,71.33422462,-68.90147806,44.30309108,12.00000038,19.45040062,16.40937472,0,1.46483977,5.782932663,No Damage,Bar Harbor,3.096768,257.9,303.0327648,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,8.903232,13.3126062,16.353632,0
No Damage,39566,E,5,IR-2701885,67,Local,Rural,1000,Townway,5097706,Non-fed aid non-NHS,2,Y,0,2701885,0.25,RD INV 27 01885,97019,0,Unposted,Rural,AIRPORT RD,Islesboro,27070,Waldo,27,Unimproved,2,Mid-Coast,170.5376897,-68.91266765,44.30748656,5.4864,7.62,6.360575169,0,1.380300897,6.404394489,No Damage,Bar Harbor,3.096768,257.9,386.932758,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,14.903232,17.77126077,21.903232,0
No Damage,39565,E,5,IR-2701472,31,Local,Rural,1000,Townway,5097705,Non-fed aid non-NHS,2,Y,0,2701472,0.2,RD INV 27 01472,77951,0,Unposted,Rural,REBEL HILL RD,Islesboro,27070,Waldo,27,Unimproved,2,Mid-Coast,138.8942321,-68.90289621,44.3047003,12.00000038,23.00000074,19.30792329,0,1.484576415,6.298503482,No Damage,Bar Harbor,3.096768,257.9,197.8904211,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,8.903232,16.21115467,19.903232,0
Damage,162813,E,5,IR-0901729,118,Local,Rural,1000,Townway,198125,Non-fed aid non-NHS,2,Y,0.06,901729,0.09,RD INV 09 01729,1084,0,Unposted,Rural,SEA ST,Castine,9080,Hancock,9,Flexible,4,Eastern,18.31592639,-68.79619366,44.3875484,2.000000064,4.000000128,2.901918469,0,1.496868285,6.102692173,Damage,Bar Harbor,3.096768,257.9,34.20918388,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,-1.096768,-0.194849625,0.903232,306
No Damage,162812,E,5,IR-0901116,75,Local,Rural,1000,Townway,198124,Non-fed aid non-NHS,2,Y,0.4,901116,0.42,RD INV 09 01116,55501,0,Unposted,Rural,MAIN ST,Castine,9080,Hancock,9,Flexible,4,Eastern,13.4493958,-68.79623393,44.3876971,3.000000096,4.000000128,3.228333453,0,1.240629337,6.072040498,No Damage,Bar Harbor,3.096768,257.9,34.76747688,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,-0.096768,0.131565349,0.903232,36
No Damage,149109,E,5,IR-0901729,203,Local,Rural,1000,Townway,5097994,Non-fed aid non-NHS,2,Y,0.043,901729,0.06,RD INV 09 01729,92600,0,Unposted,Rural,SEA ST,Castine,9080,Hancock,9,Flexible,4,Eastern,11.42431543,-68.796516,44.38755786,4.000000128,5.00000016,4.219086657,0,2.389432674,6.052486326,No Damage,Bar Harbor,3.096768,257.9,55.5749532,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,0.903232,1.122318523,1.903232,0
No Damage,149108,E,5,IR-0901116,430,Local,Rural,1000,Townway,5097993,Non-fed aid non-NHS,2,Y,0.39,901116,0.4,RD INV 09 01116,84561,0,Unposted,Rural,MAIN ST,Castine,9080,Hancock,9,Flexible,4,Eastern,9.775145958,-68.79654161,44.38770849,4.000000128,7.000000224,6.010831836,0,2.555167662,6.528941938,No Damage,Bar Harbor,3.096768,257.9,56.62085118,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,0.903232,2.914063645,3.903232,0
No Damage,162809,A,5,IR-0901300,480,Local,Rural,500,Townway,198120,Non-fed aid non-NHS,1,Y,0.48,901300,0.56,RD INV 09 01300,18901,20,Posted,Rural,WATER ST,Castine,9080,Hancock,9,Flexible,4,Eastern,55.41108147,-68.79624816,44.38826291,7.000000224,9.000000288,8.000963799,0,1.333507432,6.458368115,No Damage,Bar Harbor,3.096768,257.9,38.99362779,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,3.903232,4.904195543,5.903232,0
No Damage,162811,E,5,IR-0901300,509,Local,Rural,1000,Townway,198122,Non-fed aid non-NHS,2,Y,0.39,901300,0.48,RD INV 09 01300,60504,20,Posted,Rural,WATER ST,Castine,9080,Hancock,9,Flexible,4,Eastern,61.45689971,-68.7971905,44.38726598,7.000000224,11.00000035,8.312346765,0,1.34609281,6.185033726,No Damage,Bar Harbor,3.096768,257.9,75.66037422,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,3.2512,3.903232,5.215578498,7.903232,0
Damage,150846,E,5,IR-2703173,237,Local,Rural,1000,Townway,229709,Non-fed aid non-NHS,2,Y,0.177,2703173,1.52,RD INV 27 03173,89847,0,Unposted,Rural,E SHORE DR,Islesboro,27070,Waldo,27,Unimproved,2,Mid-Coast,918.863087,-68.90778907,44.27465961,5.096000163,28.0000009,16.17920674,0,1.636999317,6.705223251,Damage,Bar Harbor,3.096768,257.9,169.0737783,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,1.999232,13.08243822,24.903232,0
No Damage,153591,E,5,IR-3210297,10,Local,Rural,1000,Townway,4047373,Non-fed aid non-NHS,2,Y,0.22,3210297,0.37,RD INV 3210297,58807,0,Unposted,Rural,ALUMNI DR,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,105.2013722,-68.91727528,44.26863465,9.144,10.668,10.00172347,0,1.378923767,6.413095869,No Damage,Bar Harbor,3.096768,257.9,213.5566156,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,26.903232,29.71728538,31.903232,0
No Damage,153588,E,5,IR-2703157,980,Local,Rural,1000,Townway,4047278,Non-fed aid non-NHS,2,Y,2.54,2703157,2.59,RD INV 27 03157,95,25,Posted,Rural,PENDLETON POINT RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,32.9322723,-68.91285763,44.26673055,20.00000064,21.00000067,20.16564787,0,1.743715526,6.662349137,No Damage,Bar Harbor,3.096768,257.9,399.4941368,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,16.903232,17.06887922,17.903232,0
No Damage,150360,E,5,IR-2703157,1228,Local,Rural,1000,Townway,229672,Non-fed aid non-NHS,2,Y,3.59,2703157,3.64,RD INV 27 03157,90194,35,Posted,Rural,PENDLETON POINT RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,35.25976409,-68.90839099,44.28104715,19.00000061,21.00000067,19.50534725,0,1.223303261,6.410779329,No Damage,Bar Harbor,3.096768,257.9,356.6149739,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,15.903232,16.40857863,17.903232,0
No Damage,150356,A,5,IR-2703173,103,Local,Rural,1000,Townway,229665,Non-fed aid non-NHS,2,Y,0,2703173,0.13,RD INV 27 03173,16437,0,Unposted,Rural,DECKER RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,86.87812515,-68.91145038,44.26515554,4.8768,5.4864,5.153676376,0,0.286821232,2.506200937,No Damage,Bar Harbor,3.096768,257.9,266.109365,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,12.903232,13.81161906,14.903232,0
No Damage,150354,E,5,IR-2703150,124,Local,Rural,1000,Townway,229660,Non-fed aid non-NHS,2,Y,0.15,2703150,0.36,RD INV 27 03150,62840,0,Unposted,Rural,BABBIDGE RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,145.8523049,-68.91726611,44.26465201,3.048,5.4864,4.204514481,0,1.148093397,6.168436825,No Damage,Bar Harbor,3.096768,257.9,325.4280714,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,6.903232,10.69757085,14.903232,12
Damage,153915,E,5,IR-2703173,186,Local,Rural,1000,Tnwy summer,4047255,Non-fed aid non-NHS,2,Y,1.52,2703173,1.65,RD INV 27 03173,40811,0,Unposted,Rural,E SHORE DR,Islesboro,27070,Waldo,27,Gravel,2,Mid-Coast,87.87424413,-68.90170399,44.28355581,17.00000054,30.00000096,26.35966597,0,2.192918068,6.705607672,Damage,Bar Harbor,3.096768,257.9,152.9993662,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,13.903232,23.26289713,26.903232,0
No Damage,125432,E,4,SA-002,624,Minor Collector,Rural,1600,State aid,3129515,Non-fed aid non-NHS,2,Y,0.52,2703110,0.63,RD INV 27 03110,90220,40,Posted,Rural,MILL CREEK RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,77.3179978,-68.91810979,44.28689913,0,14.00000045,9.863710562,0,1.930831426,6.69090662,No Damage,Bar Harbor,3.096768,257.9,70.79993407,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,-3.096768,6.766942247,10.903232,846
No Damage,153917,E,4,SA-002,624,Minor Collector,Rural,1600,State aid,4047259,Non-fed aid non-NHS,2,Y,0.63,2703110,0.78,RD INV 27 03110,20383,40,Posted,Rural,MILL CREEK RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,101.649001,-68.91860093,44.28860849,0,3.3528,2.551707326,0,1.468626024,6.681002193,No Damage,Bar Harbor,3.096768,257.9,148.2162132,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,-3.096768,5.274975195,7.903232,846
No Damage,73458,E,4,SA-002,672,Major Collector,Rural,1800,State aid,3112713,Fed aid non-NHS,2,Y,0.05,2703161,1.15,RD INV 27 03161,7940,40,Posted,Rural,FERRY RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,756.9379764,-68.9353174,44.28704188,0.9144,5.1816,2.390686166,0,1.883384372,6.512823352,No Damage,Bar Harbor,3.096768,257.9,199.9660234,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,-0.096768,4.746690549,13.903232,642
No Damage,39569,E,5,IR-2703159,196,Local,Rural,1000,Townway,5097708,Non-fed aid non-NHS,2,Y,0,2703159,0.3,RD INV 27 03159,32899,0,Unposted,Rural,GOLF CLUB RD,Islesboro,27070,Waldo,27,Unimproved,2,Mid-Coast,202.2591438,-68.91927423,44.28432078,14.00000045,17.00000054,15.48447807,0,1.229250236,6.414104042,No Damage,Bar Harbor,3.096768,257.9,220.3139941,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,10.903232,12.38770958,13.903232,0
No Damage,153921,E,4,SA-002,624,Minor Collector,Rural,1600,State aid,4047260,Non-fed aid non-NHS,2,Y,0.78,2703110,1.26,RD INV 27 03110,97690,40,Posted,Rural,MILL CREEK RD,Islesboro,27070,Waldo,27,Flexible,2,Mid-Coast,325.4807291,-68.92431548,44.29037623,6.000000192,17.00000054,10.00295582,0,1.300918236,6.510030469,No Damage,Bar Harbor,3.096768,257.9,193.6198745,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Camden,2.4892,2.903232,6.9061875,13.903232,0
Damage,54958,E,5,IR-0900459,80,Local,Rural,1000,Townway,5097371,Non-fed aid non-NHS,2,Y,0,900459,0.76,RD INV 09 00459,68170,0,Unposted,Rural,HASKELL DISTRICT RD,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,523.6638157,-68.7064831,44.27751583,2.000000064,19.00000061,9.59918135,0,1.614122733,6.623493779,Damage,Bar Harbor,3.096768,257.9,401.367349,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,-1.096768,6.502413042,15.903232,306
